order_id,order_date,year,month_num,month_name,customer_segment,customer_name,customer_commune,sales_channel,sales_rep,product_line,sku,cut_type,vendor_name,kilos_sold,planned_kilos,unit_price_clp_per_kg,gross_sales_clp,discount_pct,discount_value_clp,return_pct,returns_value_clp,net_sales_clp,raw_material_cost_clp,process_cost_clp,packaging_cost_clp,waste_pct,waste_cost_clp,logistics_cost_clp,admin_cost_clp,total_cost_clp,gross_margin_clp,operating_margin_clp,delivery_on_time_flag,fill_rate_pct,promo_flag,payment_term_days,route_day,temperature_incident_flag,stockout_flag,claim_flag
OC-10611,2025-07-09,2025,7,Julio,Retail,Retail Cordillera,Quilicura,Sala,Camila Rojas,Marinados,Costillar a la Chilena 1kg,Costillar,Carnes del Valle,487.0,522.9,6248.52,3043031,0.0,0,0.0057,17464,3025566,2044742,137393,111651,0.0108,22080,112632,31976,2460472,709701,565094,1,0.9313,0,60,jueves,0,0,0
OC-10612,2025-07-28,2025,7,Julio,Pyme,Pyme Sabores del Barrio,Cerrillos,WhatsApp Comercial,Camila Rojas,Marinados,Costillar a la Chilena 1kg,Costillar,Frigorifico Sur,67.1,73.4,6787.69,455454,0.0,0,0.0152,6936,448518,283521,27341,14010,0.0186,5264,15836,4512,350483,118382,98035,1,0.9146,0,30,miercoles,0,0,0
OC-10613,2025-07-24,2025,7,Julio,Retail,Mercado Capital,San Bernardo,Sala,Javiera Soto,Congelados,Chuleta Vetada Congelada 1kg,Chuleta,Carnes del Valle,408.4,443.6,6157.94,2514905,0.0,0,0.0152,38231,2476673,1735684,148297,83065,0.0251,43576,207150,35057,2252829,466051,223844,1,0.9206,0,7,viernes,0,0,0
OC-10614,2025-07-04,2025,7,Julio,Retail,Mercado Capital,Maipu,Sala,Nicolas Perez,Congelados,Baby Back Ribs 1kg,Costillar,AgroCarnes Chile,,387.1,6951.9,2652149,0.0,0,0.0229,60743,2591406,1895241,172614,91644,0.0219,41594,101530,18526,2321149,390314,270258,1,0.9856,0,7,jueves,0,0,0
OC-10615,2025-07-03,2025,7,Julio,Retail,Supermercado Andino,La Cisterna,Sala,Daniela Araya,Cerdo Fresco,Pulpa Pierna 1kg,Pulpa,Frigorifico Sur,868.3,876.7,5649.76,4905683,0.0,0,0.0213,104629,4801054,3451423,414932,152930,0.0126,43417,276062,28843,4367606,738352,433447,1,0.9904,0,30,miercoles,0,0,0
OC-10616,2025-07-17,2025,7,Julio,Retail,Cadena Vecina,Quilicura,Mayorista Retail,Camila Rojas,Granel HORECA/Pyme,Costillar Granel,Costillar,Proteina Austral,316.8,335.0,4972.36,1575243,0.0,0,0.0085,13418,1561825,1116623,76312,25983,0.0297,33108,129310,21322,1402658,309799,159167,1,0.9458,0,30,jueves,0,0,0
OC-10617,2025-07-22,2025,7,Julio,Pyme,Alimentos San Damian,Huechuraba,Venta Directa,Camila Rojas,Cerdo Fresco,Costillar Tradicional 900g,Costillar,AgroCarnes Chile,170.1,180.5,5702.91,970064,0.0,0,0.0249,24178,945887,683656,81452,31047,0.0073,4977,37006,5608,843745,144755,102142,1,0.9423,0,0,miercoles,0,0,0
OC-10618,2025-07-22,2025,7,Julio,Pyme,Fiambreria La 10,San Bernardo,Ruta Comercial,Camila Rojas,Cerdo Fresco,Costillar Tradicional 900g,Costillar,AgroCarnes Chile,135.9,143.2,5801.41,788411,0.03,23652,0.0166,12711,752048,523596,40877,25081,0.0191,9996,22555,4544,626650,152498,125398,1,0.9492,1,15,viernes,0,0,0
OC-10619,2025-07-14,2025,7,Julio,Retail,Distribuidora Alameda,Huechuraba,Convenio,Javiera Soto,Congelados,Baby Back Ribs 1kg,Costillar,AgroCarnes Chile,830.9,840.3,6944.24,5769970,0.0,0,0.0125,71924,5698047,4215627,368676,193068,0.0037,15611,122187,42572,4957741,905065,740305,1,0.9888,0,45,lunes,0,0,0
OC-10620,2025-07-23,2025,7,Julio,Retail,Retail Cordillera,Maipu,Convenio,Javiera Soto,Cerdo Fresco,Pulpa Pierna 1kg,Pulpa,Proteina Austral,875.3,965.7,5130.07,4490348,0.0,0,0.0087,39251,4451097,3604585,271835,165512,0.0207,74525,120314,40709,4277481,334639,173616,1,0.9064,0,7,martes,0,0,0
OC-10621,2025-07-16,2025,7,Julio,Pyme,Distribuciones Nueva Aurora,Quilicura,Ruta Comercial,Felipe Morales,Cerdo Fresco,Pulpa Pierna 1kg,Pulpa,Proteina Austral,265.1,293.8,5754.4,1525493,0.0,0,0.0201,30695,1494797,1057309,81626,48048,0.0161,17022,20953,7968,1232926,290792,261871,1,0.9022,0,7,martes,0,1,0
OC-10622,2025-07-20,2025,7,Julio,Pyme,Comercial Santa Rosa,Estacion Central,WhatsApp Comercial,Camila Rojas,Cerdo Fresco,Chuleta Centro 1kg,Chuleta,Carnes del Valle,304.5,325.1,5416.45,1649309,0.0,0,0.012,19777,1629532,1084741,141577,52003,0.0171,18496,41513,12557,1350886,332715,278646,1,0.9368,0,0,jueves,0,0,0
OC-10623,2025-07-23,2025,7,Julio,Pyme,Alimentos San Damian,Recoleta,WhatsApp Comercial,Daniela Araya,Cerdo Fresco,Chuleta Centro 1kg,Chuleta,Frigorifico Sur,126.5,140.2,5446.44,688974,0.0,0,0.0088,6068,682906,474729,46434,22569,0.0331,15726,46057,14934,620449,123449,62458,1,0.9024,0,15,martes,0,0,0
OC-10624,2025-07-22,2025,7,Julio,Retail,Distribuidora Alameda,Pudahuel,Convenio,Camila Rojas,Cerdo Fresco,Costillar Tradicional 900g,Costillar,Proteina Austral,486.6,504.1,5539.99,2695759,0.0,0,0.0181,48723,2647036,1988199,134734,86699,0.0193,38383,233443,17850,2499307,399021,147729,1,0.9652,0,45,lunes,0,0,0
OC-10625,2025-07-23,2025,7,Julio,Pyme,Fiambreria La 10,La Florida,Venta Directa,Nicolas Perez,Congelados,Chuleta Vetada Congelada 1kg,Chuleta,,224.5,245.9,6339.49,1423215,0.0,0,0.0241,34239,1388976,910414,106392,48743,0.0073,6621,21709,6121,1100001,316805,288975,1,0.9131,0,30,martes,0,0,0
OC-10626,2025-07-24,2025,7,Julio,Retail,Cadena Vecina,Huechuraba,Mayorista Retail,Daniela Araya,Marinados,Plateada a la Chilena 1kg,Plateada,Proteina Austral,619.3,691.7,6627.55,4104439,0.0,0,0.0094,38707,4065733,2610811,204330,136668,0.0189,49296,120663,24164,3145931,1064628,919801,1,0.8953,0,7,martes,0,0,0
OC-10627,2025-07-04,2025,7,Julio,Retail,Distribuidora Alameda,Providencia,Sala,Felipe Morales,Granel HORECA/Pyme,Pulpa Pierna Granel,Pulpa,Proteina Austral,544.9,583.4,4857.0,2646823,0.0,0,0.0165,43747,2603076,1994406,150105,43079,0.004,8076,212306,27376,2435349,407409,167727,1,0.934,0,7,jueves,0,0,0
OC-10628,2025-07-14,2025,7,Julio,Retail,Retail Cordillera,Lo Prado,Mayorista Retail,Camila Rojas,Congelados,Baby Back Ribs 1kg,Costillar,Proteina Austral,498.6,557.4,6624.12,3302789,0.07,231195,0.0074,22626,3048968,2452166,156135,119903,0.0117,28789,195637,27765,2980395,291975,68573,1,0.8944,1,7,miercoles,0,0,0
OC-10629,2025-07-16,2025,7,Julio,Pyme,Comercial Santa Rosa,Huechuraba,Venta Directa,Felipe Morales,Cerdo Fresco,Costillar Tradicional 900g,Costillar,Frigorifico Sur,155.4,161.0,5802.3,901677,0.02,18034,0.0167,14751,868893,613122,68918,28716,0.034,20862,33461,7802,772882,137274,96010,1,0.9652,1,30,viernes,0,0,0
OC-10630,2025-07-31,2025,7,Julio,Pyme,Fiambreria La 10,Penalolen,WhatsApp Comercial,Javiera Soto,Cerdo Fresco,Costillar Tradicional 900g,Costillar,Carnes del Valle,166.6,181.5,5776.91,962433,0.0,0,0.0105,10106,952327,691683,45429,29771,0.0197,13620,56461,13810,850774,171824,101553,0,0.9177,0,30,martes,0,0,0
OC-10631,2025-07-10,2025,7,Julio,Pyme,Carniceria Don Mateo,Quilicura,WhatsApp Comercial,Daniela Araya,Granel HORECA/Pyme,Pulpa Pierna Granel,Pulpa,Proteina Austral,130.7,138.5,4929.91,644339,0.0,0,0.0201,12934,631405,471520,41475,10976,0.0155,7301,43443,15143,589858,100133,41547,1,0.9438,0,15,martes,0,0,0
OC-10632,2025-07-01,2025,7,Julio,Retail,Cadena Vecina,Lo Prado,Mayorista Retail,Camila Rojas,Marinados,Plateada a la Chilena 1kg,Plateada,Proteina Austral,377.0,409.5,6412.13,2417374,0.0,0,0.0147,35434,2381940,1737099,161904,81852,0.0211,36573,144162,19052,2180641,364513,201299,1,0.9207,0,15,miercoles,0,0,0
OC-10633,2025-07-14,2025,7,Julio,Retail,Mercado Capital,San Bernardo,Convenio,Javiera Soto,Congelados,Chuleta Vetada Congelada 1kg,Chuleta,AgroCarnes Chile,820.7,888.6,6193.73,5083195,0.1,508319,0.0093,42727,4532148,3637464,338192,177589,0.0147,53647,105410,40669,4352971,325256,179177,1,0.9236,1,60,martes,0,0,0
OC-10634,2025-07-16,2025,7,Julio,Retail,Retail Cordillera,Huechuraba,Convenio,Nicolas Perez,Granel HORECA/Pyme,Costillar Granel,Costillar,Carnes del Valle,,437.8,4971.81,2159256,0.0,0,0.0107,23087,2136169,1551357,107088,39033,0.0314,48776,140058,31997,1918309,389915,217861,1,0.9919,0,45,jueves,0,0,0
OC-10635,2025-07-16,2025,7,Julio,Retail,Supermercado Andino,Penalolen,Mayorista Retail,Nicolas Perez,Marinados,Plateada a la Chilena 1kg,Plateada,Carnes del Valle,845.8,934.5,6484.02,5484181,0.0,0,0.0179,98104,5386077,3613412,261246,192719,0.0215,77789,120977,27494,4293638,1240911,1092439,1,0.9051,0,7,viernes,0,0,0
OC-10636,2025-07-09,2025,7,Julio,Retail,Mercado Capital,santiago,Mayorista Retail,Nicolas Perez,Marinados,Costillar a la Chilena 1kg,Costillar,Frigorifico Sur,1093.2,1161.7,6348.15,6939801,0.0,0,0.0096,66921,6872879,4755139,455430,235994,0.0109,51941,134071,23317,5655891,1374376,1216988,1,0.941,0,60,lunes,0,0,0
OC-10637,2025-07-31,2025,7,Julio,Pyme,Alimentos San Damian,Maipu,Ruta Comercial,Camila Rojas,Marinados,Costillar a la Chilena 1kg,Costillar,Carnes del Valle,289.1,321.1,6407.19,1852317,0.0,0,0.0269,49873,1802444,1270143,131132,61634,0.0287,36513,20363,10775,1530560,303023,271884,1,0.9002,0,0,miercoles,0,0,0
OC-10638,2025-07-01,2025,7,Julio,Retail,Supermercado Andino,Maipu,Sala,Daniela Araya,Marinados,Plateada a la Chilena 1kg,Plateada,Frigorifico Sur,681.6,754.1,6165.38,4202320,0.0,0,0.0089,37261,4165059,3029575,308608,157186,0.0107,32557,103431,43256,3674613,637133,490446,1,0.9039,0,60,viernes,0,0,0
OC-10639,2025-07-01,2025,7,Julio,Pyme,Pyme Sabores del Barrio,Penalolen,Ruta Comercial,Daniela Araya,Cerdo Fresco,Costillar Tradicional 900g,Costillar,AgroCarnes Chile,267.3,272.8,6055.74,1618700,0.0,32374,0.0202,32016,1554310,1130806,80058,46980,0.0184,20755,40662,5508,1324770,275711,229541,1,0.98,1,15,jueves,0,0,0
OC-10640,2025-07-23,2025,7,Julio,Pyme,Emporio La Reina,Cerrillos,WhatsApp Comercial,Daniela Araya,Cerdo Fresco,Chuleta Centro 1kg,Chuleta,Proteina Austral,63.8,70.0,5445.85,347445,0.0,0,0.0127,4400,343045,230016,18613,10989,0.0214,4928,33312,13910,311768,78498,31277,1,0.9113,0,30,lunes,0,1,0
OC-10641,2025-07-02,2025,7,Julio,Pyme,Abastos Franklin,Penalolen,WhatsApp Comercial,Felipe Morales,Congelados,Baby Back Ribs 1kg,Costillar,AgroCarnes Chile,53.1,56.5,7382.47,392009,0.0,0,0.0136,5341,386668,252304,22462,12261,0.0129,3265,56714,10705,357712,96376,28957,1,0.9401,0,7,lunes,0,0,0
OC-10642,2025-08-27,2025,8,Agosto,Pyme,Distribuciones Nueva Aurora,Peñalolen,Ruta Comercial,Javiera Soto,Granel HORECA/Pyme,Pulpa Pierna Granel,Pulpa,Proteina Austral,198.9,216.0,5190.43,1032377,0.05,51619,0.0257,25226,955532,749259,54133,16848,0.0312,23414,49737,11095,904486,111879,51046,1,0.9206,1,0,miercoles,0,0,0
OC-10643,2025-08-16,2025,8,Agosto,Retail,Minimarket CentroSur,San Bernardo,Mayorista Retail,Daniela Araya,Congelados,Chuleta Vetada Congelada 1kg,Chuleta,Carnes del Valle,708.7,784.0,6247.87,4427866,0.0,0,0.0055,24292,4403574,3061982,214997,153726,0.0174,53285,166142,33158,3683289,919585,720285,1,0.9039,0,15,miercoles,0,0,0
OC-10644,2025-08-09,2025,8,Agosto,Pyme,Abastos Franklin,Santiago,Ruta Comercial,Javiera Soto,Congelados,Chuleta Vetada Congelada 1kg,Chuleta,AgroCarnes Chile,173.6,192.8,6225.38,1080725,0.0,0,0.0211,22855,1057870,780131,59687,35776,0.0216,16857,26026,7771,926248,165419,131622,1,0.9002,0,0,miercoles,0,0,0
OC-10645,2025-08-09,2025,8,Agosto,Retail,Minimarket CentroSur,Lo Prado,Convenio,Camila Rojas,Congelados,Chuleta Vetada Congelada 1kg,Chuleta,Carnes del Valle,398.9,434.1,6265.09,2499142,0.0,0,0.0166,41458,2457684,1690131,200724,78823,0.0212,35851,90303,26771,2122603,452156,335081,1,0.9188,0,30,viernes,0,0,0
OC-10646,2025-08-18,2025,8,Agosto,Retail,Retail Cordillera,La Florida,Convenio,Daniela Araya,Congelados,Chuleta Vetada Congelada 1kg,Chuleta,Proteina Austral,751.3,818.7,6049.07,4544670,0.0,0,0.011,49890,4494780,3096271,253942,148401,0.0213,65959,221020,40237,3825831,930206,668949,1,0.9177,0,30,miercoles,0,0,0
OC-10647,2025-08-05,2025,8,Agosto,Retail,Retail Cordillera,San Bernardo,Mayorista Retail,Javiera Soto,Granel HORECA/Pyme,Pulpa Pierna Granel,Pulpa,Proteina Austral,420.9,470.5,4935.44,2077325,0.03,62320,0.0,0,2015005,1488527,116890,34411,0.0184,27335,203929,24833,1895924,347842,119081,1,0.8947,1,60,martes,0,0,0
OC-10648,2025-08-24,2025,8,Agosto,Retail,Minimarket CentroSur,Providencia,Mayorista Retail,Daniela Araya,Marinados,Plateada a la Chilena 1kg,Plateada,Proteina Austral,569.2,589.6,6640.69,3779884,0.0,0,0.0085,32197,3747687,2544416,215489,126143,0.0124,31566,220700,38199,3176512,830073,571175,1,0.9654,0,30,viernes,0,0,0
OC-10649,2025-08-11,2025,8,Agosto,Retail,Distribuidora Alameda,Maipu,Mayorista Retail,Felipe Morales,Congelados,Baby Back Ribs 1kg,Costillar,Frigorifico Sur,713.8,766.3,7065.75,5043529,0.0,0,0.0135,68038,4975491,3400345,290200,176816,0.0058,19850,206951,26178,4120341,1088280,855150,1,0.9315,0,30,martes,0,0,0
OC-10650,2025-08-22,2025,8,Agosto,Retail,Mercado Capital,Providencia,Mayorista Retail,Nicolas Perez,Marinados,Costillar a la Chilena 1kg,Costillar,AgroCarnes Chile,841.8,907.3,6349.46,5344977,0.0,0,0.0166,88662,5256315,3567325,430383,188171,0.0188,67137,128683,26176,4407875,1003299,848440,1,0.9278,0,30,miercoles,0,1,0
OC-10651,2025-08-13,2025,8,Agosto,Pyme,Emporio La Reina,Quilicura,Ruta Comercial,Camila Rojas,Congelados,Chuleta Vetada Congelada 1kg,Chuleta,AgroCarnes Chile,271.7,291.0,6597.78,1792616,0.0,0,0.0295,52857,1739759,1224351,91972,53646,0.016,19545,27118,11218,1427851,350244,311908,1,0.9336,0,7,miercoles,0,0,0
OC-10652,2025-08-04,2025,8,Agosto,Pyme,Pyme Sabores del Barrio,Puente Alto,Venta Directa,Camila Rojas,Congelados,Chuleta Vetada Congelada 1kg,Chuleta,Carnes del Valle,159.4,161.3,6050.05,964379,0.07,67507,0.0211,18904,877969,643851,63948,34280,0.0013,836,52606,13134,808655,135054,69314,1,0.9884,1,30,jueves,0,0,0
OC-10653,2025-08-05,2025,8,Agosto,Pyme,Pyme Sabores del Barrio,Cerrillos,Venta Directa,Javiera Soto,Cerdo Fresco,Pulpa Pierna 1kg,Pulpa,Carnes del Valle,101.8,106.7,5973.44,608097,0.0,0,0.0183,11101,596995,395165,49158,17587,0.0284,11211,22602,8532,504255,123874,92740,1,0.9536,0,0,miercoles,0,1,0
OC-10654,2025-08-18,2025,8,Agosto,Pyme,Emporio La Reina,Huechuraba,Ruta Comercial,Camila Rojas,Congelados,Baby Back Ribs 1kg,Costillar,Frigorifico Sur,109.3,114.9,6996.24,764689,0.0,0,0.0132,10121,754568,511630,50539,24355,0.0222,11358,51091,6403,655374,156688,99194,1,0.951,0,7,lunes,0,0,0
OC-10655,2025-08-25,2025,8,Agosto,Pyme,Fiambreria La 10,Recoleta,WhatsApp Comercial,Felipe Morales,Congelados,Chuleta Vetada Congelada 1kg,Chuleta,Carnes del Valle,136.1,141.7,6491.29,883464,0.0,0,0.0128,11351,872113,554933,38838,29515,0.0177,9836,29761,8764,671647,238990,200465,0,0.9605,0,7,lunes,0,0,0
OC-10656,2025-08-31,2025,8,Agosto,Retail,Supermercado Andino,Providencia,Convenio,Javiera Soto,Granel HORECA/Pyme,Pulpa Pierna Granel,Pulpa,,445.7,492.7,4506.54,2008563,0.0,0,0.0144,29007,1979557,1527728,95227,34403,0.0217,33154,93535,32854,1816900,289046,162657,1,0.9046,0,45,jueves,0,0,0
OC-10657,2025-08-31,2025,8,Agosto,Retail,Supermercado Andino,Huechuraba,Convenio,Camila Rojas,Cerdo Fresco,Pulpa Pierna 1kg,Pulpa,Proteina Austral,294.1,309.3,5408.34,1590592,0.07,111341,0.0074,10991,1468259,1190031,88841,55129,0.0242,28820,142399,32393,1537613,105438,-69354,1,0.951,1,15,viernes,0,0,0
OC-10658,2025-08-22,2025,8,Agosto,Pyme,Distribuciones Nueva Aurora,Quilicura,WhatsApp Comercial,Nicolas Perez,Granel HORECA/Pyme,Pulpa Pierna Granel,Pulpa,Proteina Austral,,195.0,4898.79,939588,0.07,65771,0.0182,15928,857889,652074,45360,14877,0.0209,13597,40695,6340,772944,131981,84945,1,0.9836,1,0,viernes,0,0,0
OC-10659,2025-08-22,2025,8,Agosto,Pyme,Distribuciones Nueva Aurora,Recoleta,Ruta Comercial,Nicolas Perez,Marinados,Costillar a la Chilena 1kg,Costillar,Frigorifico Sur,157.6,174.8,6539.85,1030680,0.0,0,0.0226,23248,1007432,708335,69906,33100,0.0188,13305,23729,13961,862336,182787,145096,1,0.9018,0,30,viernes,0,0,0
OC-10660,2025-08-15,2025,8,Agosto,Retail,Supermercado Andino,Maipu,Sala,Felipe Morales,Granel HORECA/Pyme,Costillar Granel,Costillar,,852.1,909.1,4745.73,4043833,0.07,283068,0.0247,93032,3667733,3230159,232354,69898,0.0217,70068,273165,34971,3910614,65255,-242881,1,0.9373,1,30,martes,0,0,0
OC-10661,2025-08-02,2025,8,Agosto,Retail,Supermercado Andino,Lo Prado,Convenio,Nicolas Perez,Marinados,Costillar a la Chilena 1kg,Costillar,AgroCarnes Chile,346.4,359.0,6275.11,2173697,0.0,0,0.012,26118,2147579,1480362,160267,74399,0.0,0,190546,35525,1941100,432550,206479,1,0.9649,0,30,miercoles,0,1,0
OC-10662,2025-08-13,2025,8,Agosto,Pyme,Pyme Sabores del Barrio,Lo Prado,Venta Directa,Felipe Morales,Granel HORECA/Pyme,Pulpa Pierna Granel,Pulpa,Proteina Austral,137.2,147.2,5110.69,701186,0.0,0,0.0236,16583,684604,476685,32557,11560,0.0266,12673,31691,9782,574949,151127,109654,1,0.9319,0,30,viernes,0,0,0
OC-10663,2025-08-29,2025,8,Agosto,Pyme,Abastos Franklin,Cerrillos,Venta Directa,Camila Rojas,Granel HORECA/Pyme,Pulpa Pierna Granel,Pulpa,Proteina Austral,183.7,189.0,5118.54,940276,0.03,28208,0.0182,16578,895490,677623,58636,13937,0.0113,7677,22573,10300,790747,137617,104743,1,0.9722,1,0,jueves,0,0,0
OC-10664,2025-08-09,2025,8,Agosto,Pyme,Distribuciones Nueva Aurora,Las Condes,Ruta Comercial,Camila Rojas,Marinados,Plateada a la Chilena 1kg,Plateada,Proteina Austral,262.8,287.4,7053.02,1853533,0.0,0,0.023,42651,1810883,1160110,91818,56508,0.0217,25164,56384,15481,1405466,477282,405417,1,0.9146,0,0,jueves,0,0,0
OC-10665,2025-08-12,2025,8,Agosto,Retail,Minimarket CentroSur,Santiago,Convenio,Daniela Araya,Congelados,Baby Back Ribs 1kg,Costillar,Carnes del Valle,922.4,942.4,6575.12,6064887,0.0,0,0.0411,249226,5815662,4686838,341576,217545,0.0199,93090,155973,28785,5523806,476614,291856,1,0.9788,0,45,lunes,0,0,0
OC-10666,2025-08-25,2025,8,Agosto,Pyme,Fiambreria La 10,Lo Prado,Ruta Comercial,,Granel HORECA/Pyme,Costillar Granel,Costillar,Carnes del Valle,,275.7,5001.7,1341457,0.0,0,0.0129,17254,1324202,1038636,68752,23253,0.009,9318,54702,4817,1199477,184245,124725,1,0.9726,0,0,martes,0,0,0
OC-10667,2025-08-03,2025,8,Agosto,Retail,Retail Cordillera,La Cisterna,Mayorista Retail,Nicolas Perez,Marinados,Plateada a la Chilena 1kg,Plateada,Frigorifico Sur,639.8,652.9,6528.0,4176613,0.0,0,0.0178,74234,4102379,2696253,182596,138274,0.0281,75690,207896,19471,3320179,1009567,782200,1,0.9799,0,30,miercoles,0,0,0
OC-10668,2025-08-14,2025,8,Agosto,Retail,Minimarket CentroSur,Penalolen,Sala,Nicolas Perez,Cerdo Fresco,Chuleta Centro 1kg,Chuleta,AgroCarnes Chile,248.3,273.5,5070.4,1258980,0.1,125898,0.0211,23948,1109134,894895,70733,39903,0.0152,13572,147616,23340,1190060,90031,-80926,1,0.9077,1,7,viernes,0,0,0
OC-10669,2025-08-17,2025,8,Agosto,Retail,Retail Cordillera,Lo Prado,Sala,Javiera Soto,Congelados,Baby Back Ribs 1kg,Costillar,Frigorifico Sur,875.2,923.5,7244.9,6340738,0.07,443852,0.0015,8618,5888269,4006990,364434,217361,0.0229,91727,224258,26837,4931607,1207757,956662,1,0.9477,1,60,jueves,0,0,0
OC-10670,2025-08-25,2025,8,Agosto,Pyme,Abastos Franklin,Cerrillos,Ruta Comercial,Javiera Soto,Marinados,Costillar a la Chilena 1kg,Costillar,AgroCarnes Chile,162.9,169.5,6630.28,1080072,0.0,0,0.0133,14403,1065669,742610,64331,34396,0.017,12604,54445,7007,915394,211727,150275,1,0.9611,0,7,viernes,0,1,0
OC-10671,2025-08-20,2025,8,Agosto,Pyme,Pyme Sabores del Barrio,Maipu,Venta Directa,Camila Rojas,Cerdo Fresco,Chuleta Centro 1kg,Chuleta,Proteina Austral,210.1,229.3,5342.33,1122424,0.0,0,0.0154,17326,1105098,739444,63027,33716,0.0369,27254,19204,14693,897336,241659,207762,1,0.9164,0,0,jueves,0,0,0
OC-10672,2025-08-09,2025,8,Agosto,Retail,Supermercado Andino,Pudahuel,Convenio,Camila Rojas,Granel HORECA/Pyme,Costillar Granel,Costillar,AgroCarnes Chile,624.7,676.7,5168.69,3228879,0.0,0,0.0198,64069,3164810,2423787,202900,54039,0.0274,66433,192126,41297,2980581,417652,184230,1,0.9232,0,15,jueves,0,0,0
OC-10673,2025-08-14,2025,8,Agosto,Pyme,Carniceria Don Mateo,Maipu,Ruta Comercial,Felipe Morales,Cerdo Fresco,Chuleta Centro 1kg,Chuleta,Frigorifico Sur,124.6,133.6,5566.56,693593,0.0,0,0.0118,8194,685399,474444,55540,20633,0.0214,10175,26442,5532,592766,124608,92634,1,0.933,0,7,viernes,0,0,0
OC-10674,2025-08-17,2025,8,Agosto,Pyme,Fiambreria La 10,La Cisterna,Ruta Comercial,Nicolas Perez,Cerdo Fresco,Pulpa Pierna 1kg,Pulpa,Carnes del Valle,196.3,198.7,5470.58,1073874,0.0,0,0.019,20393,1053481,742237,96878,36094,0.0311,23082,53235,14588,966113,155191,87368,1,0.988,0,15,martes,0,0,0
OC-10675,2025-08-12,2025,8,Agosto,Pyme,Emporio La Reina,Lo Prado,Venta Directa,Camila Rojas,Cerdo Fresco,Costillar Tradicional 900g,Costillar,Proteina Austral,135.8,141.9,5613.17,762268,0.0,0,0.022,16755,745513,559180,45871,24643,0.0213,11925,39551,14939,696110,103893,49403,1,0.9573,0,30,viernes,0,0,0
OC-10676,2025-08-20,2025,8,Agosto,Retail,Retail Cordillera,Providencia,Mayorista Retail,Nicolas Perez,Cerdo Fresco,Costillar Tradicional 900g,Costillar,AgroCarnes Chile,542.0,549.8,5631.51,3052281,0.0,0,0.0198,60535,2991745,2187554,232461,106054,0.0109,23736,205442,25307,2780554,441941,211191,1,0.9858,0,30,jueves,0,0,0
OC-10677,2025-08-22,2025,8,Agosto,Retail,Minimarket CentroSur,Penalolen,Convenio,Daniela Araya,Congelados,Baby Back Ribs 1kg,Costillar,Frigorifico Sur,661.8,673.6,6624.67,4384203,0.1,438420,0.028,110489,3835294,3342277,303750,153985,0.0282,94091,126037,22136,4042277,-58809,-206982,1,0.9825,1,7,jueves,0,0,0
OC-10678,2025-08-22,2025,8,Agosto,Pyme,Pyme Sabores del Barrio,Maipu,Ruta Comercial,Felipe Morales,Cerdo Fresco,Chuleta Centro 1kg,Chuleta,Carnes del Valle,116.3,118.5,5391.11,626986,0.07,43889,0.0145,8469,574627,396438,49539,19899,0.034,13490,46899,8942,535208,95260,39419,1,0.9818,1,0,viernes,0,0,0
OC-10679,2025-08-15,2025,8,Agosto,Retail,Distribuidora Alameda,Puente Alto,Mayorista Retail,Nicolas Perez,Congelados,Chuleta Vetada Congelada 1kg,Chuleta,AgroCarnes Chile,401.8,440.2,6128.04,2462248,0.0,0,0.0221,54463,2407785,1715480,115017,83618,0.0038,6489,214292,25862,2160759,487181,247026,1,0.9128,0,45,martes,0,0,0
OC-10680,2025-08-26,2025,8,Agosto,Retail,Cadena Vecina,Lo Prado,Convenio,Javiera Soto,Granel HORECA/Pyme,Pulpa Pierna Granel,Pulpa,Proteina Austral,646.0,709.4,4729.87,3055497,0.0,0,0.0156,47598,3007899,2205941,199805,49470,0.0271,59756,185659,19854,2720484,492928,287415,1,0.9106,0,7,viernes,0,0,0
OC-10681,2025-08-10,2025,8,Agosto,Retail,Minimarket CentroSur,Lo Prado,Convenio,Felipe Morales,Cerdo Fresco,Pulpa Pierna 1kg,Pulpa,Frigorifico Sur,434.0,471.2,5558.09,2412212,0.0,0,0.0136,32771,2379440,1653809,182247,79231,0.0324,53558,194010,22814,2185668,410597,193773,1,0.9211,0,30,jueves,0,0,0
OC-10682,2025-08-02,2025,8,Agosto,Retail,Cadena Vecina,Maipu,Mayorista Retail,Javiera Soto,Marinados,Costillar a la Chilena 1kg,Costillar,Frigorifico Sur,850.1,938.0,6244.49,5308439,0.0,0,0.0146,77499,5230940,3730343,230636,181690,0.0233,86908,242081,29850,4501509,1001363,729431,1,0.9063,0,7,martes,0,0,0
OC-10683,2025-08-20,2025,8,Agosto,Pyme,Pyme Sabores del Barrio,Lo Prado,Venta Directa,Nicolas Perez,Congelados,Chuleta Vetada Congelada 1kg,Chuleta,Frigorifico Sur,196.9,204.0,6660.04,1311362,0.0,0,0.0269,35270,1276092,845889,71307,42461,0.0144,12173,27588,5841,1005260,304261,270832,1,0.9652,0,0,martes,0,0,0
OC-10684,2025-08-28,2025,8,Agosto,Retail,Cadena Vecina,Santiago,Sala,Nicolas Perez,Cerdo Fresco,Costillar Tradicional 900g,Costillar,Frigorifico Sur,761.2,767.0,5406.6,4115505,0.0,0,0.0064,26248,4089257,2938071,258032,140589,0.041,120363,202100,37819,3696975,632201,392282,1,,0,7,lunes,0,0,0
